cement,slag,flyash,water,coarseaggregate,fineaggregate,age,csMPa
10.083307880381957,0.698912179208304,1.0,119.30805008966317,1859.5911023633869,74065.9503763298,3.4619891493926134,43.89
9.483184901788466,0.698912179208304,1.0,115.99952261896821,2086.779165376448,80994.57042237597,3.4619891493926134,38.21
8.98728751622772,5.260016210410761,1.0,131.07119054570626,1770.160564141533,74341.50791189862,3.4619891493926134,33.42
8.557683351442122,0.698912179208304,0.008382229673093043,117.37950867725624,2065.28212739457,80937.29350416748,1.4021701326951663,13.12
10.18472441014735,0.698912179208304,1.0,123.7014763163163,2282.62509900823,55427.1332585169,4.681868592243804,47.22
8.356503196710587,0.698912179208304,0.008389261744966443,121.06783856181352,2064.6107185113774,80918.20517703005,2.76907303233106,22.32
8.181168603765123,0.698912179208304,0.008156606851549756,112.84532162280317,2130.740336915567,85106.90732853752,1.4021701326951663,12.47
7.1989517544841,5.715121135331082,1.0,121.34251193169293,1889.2802991618667,88255.03641524598,3.4619891493926134,28.94
8.684922585876327,5.033728938379395,1.0,138.9287917126234,1850.738164838411,64967.40620362261,4.681868592243804,47.03
7.485134468958954,4.911570227041884,1.0,119.30805008966317,1753.6501026791498,119694.11156738727,4.681868592243804,26.32
8.053352571440978,5.203944085512554,1.0,119.30805008966317,1924.793692684346,90428.5875375057,3.4619891493926134,30.44
10.18472441014735,0.698912179208304,1.0,123.7014763163163,2282.62509900823,55427.1332585169,0.6971010731563627,12.64
9.12383307361427,0.698912179208304,1.0,125.3438908788276,1943.910415865315,89189.38989362841,2.76907303233106,20.77
8.86033966730163,5.094839394822343,0.01053740779768177,116.88295154298568,1789.7737655527715,69522.21183339284,3.4619891493926134,43.8
9.10056917759781,5.727373655909206,1.0,99.09866198179243,1674.8458187778774,105841.49394640716,4.180074945369155,66.1
8.53707191514808,0.698912179208304,0.01002004008016032,100.44995479810814,1974.6269220192407,107696.91917907257,1.4021701326951663,15.36
9.359623420602517,0.698912179208304,0.006993006993006993,119.85833489640805,1563.341460490606,84853.34312620784,3.4619891493926134,40.87
8.195556951282716,0.698912179208304,0.005707762557077626,98.47854220234044,2118.8434874425548,84366.6595992696,3.4619891493926134,45.94
7.604375085675039,5.60157852866787,0.006711409395973154,112.12438819647602,1643.9990097475309,77777.16197768867,3.4619891493926134,33.76
8.557683351442122,0.698912179208304,0.008382229673093043,117.37950867725624,2065.28212739457,80937.29350416748,4.794229454732522,43.58
7.4302341703900225,5.067975725087703,0.010787486515641855,114.28544578733597,1898.1521919918075,85302.1841819911,3.4619891493926134,23.52
8.376658445692815,0.698912179208304,0.008156606851549756,109.34605384668443,2128.04610420136,84950.82825359661,4.180074945369155,42.7
9.000192729864796,5.678675838644632,1.0,125.61736081718115,1924.793692684346,58367.478121341584,1.4021701326951663,14.14
10.306758942450337,0.698912179208304,1.0,117.65525880860241,2282.62509900823,55427.1332585169,2.76907303233106,48.4
10.083307880381957,0.698912179208304,1.0,119.30805008966317,1860.0338644817734,72458.4624475325,2.115298254085141,34.57
8.944338864707072,0.698912179208304,0.009259259259259259,103.76220943136224,1897.264808302668,86026.42747325225,3.4619891493926134,35.86
9.576421774862487,5.5956588452411165,1.0,93.55623581026985,1878.861359613269,80574.95555567768,2.115298254085141,59.09
8.760442591102695,0.698912179208304,1.0,114.34078914985282,2199.1114758034996,90789.76923167078,3.4619891493926134,24.5
9.198816248515499,5.280456904472281,1.0,138.9287917126234,1850.738164838411,52396.5222435444,4.681868592243804,37.72
7.668228457501511,4.582699583037218,0.005952380952380952,103.76220943136224,2018.1153915444145,83319.64746972379,1.4021701326951663,15.52
8.641162918908327,4.895341960704107,0.012610340479192938,124.03017912012318,1702.0224551309636,81664.12365903163,3.4619891493926134,32.4
7.538839927691014,5.735295529088596,0.006535947712418301,123.7014763163163,1602.5275628825925,70974.62151218674,3.4619891493926134,33.05
8.053352571440978,5.65917336406981,1.0,118.2065139115342,2327.901020563021,63245.37018806797,3.4619891493926134,49.25
9.863655608764166,5.52216265328326,1.0,115.99952261896821,1746.8304885379553,71678.65888568455,4.180074945369155,71.7
9.511669959561628,5.346335539380488,1.0,98.08366362934943,2303.6668969579173,54141.910761366526,4.180074945369155,54.9
9.264948559485571,3.8561339956796994,1.0,138.9287917126234,1850.738164838411,64967.40620362261,4.681868592243804,50.46
8.090980666310104,6.137788537992334,1.0,125.61736081718115,1920.3507642951552,58202.365374725356,4.681868592243804,51.86
8.53707191514808,0.698912179208304,0.01002004008016032,100.44995479810814,1974.6269220192407,107696.91917907257,2.76907303233106,28.68
8.376658445692815,0.698912179208304,0.008156606851549756,109.34605384668443,2128.04610420136,84950.82825359661,2.76907303233106,26.77
8.594033142217974,5.479005947817205,1.0,115.83378502902258,2061.254014795839,74672.7736860007,2.115298254085141,17.24
9.558514711942298,3.2079130945833585,0.010526315789473684,99.83089932459497,1864.0192165115964,98354.55299362585,2.115298254085141,36.84
8.198629796889119,4.868888205776665,0.0392156862745098,113.62106024657193,2149.6098674985415,86320.81019490137,3.4619891493926134,40.23
8.546949550546978,5.455805494965846,1.0,125.61736081718115,1951.9185846560406,69201.25724528937,4.681868592243804,47.71
8.77694021267117,0.698912179208304,1.0,118.75744371322479,1930.571094067224,100655.00034925701,1.4021701326951663,11.36
8.41651021786892,0.698912179208304,1.0,119.85833489640805,1930.571094067224,106832.15837724325,2.115298254085141,9.99
9.060118064457665,5.299775629556756,1.0,111.84695004177522,1707.9459606785651,94028.19417917883,3.4619891493926134,40.93
9.51481725836571,4.833787142132977,1.0,138.9287917126234,1850.738164838411,52396.5222435444,4.681868592243804,40.56
7.946084984298913,0.698912179208304,0.00792393026941363,105.2175883855479,2178.8466595407785,88970.3217223345,4.180074945369155,31.72
8.684922585876327,5.014251878935187,0.011363636363636364,111.56942477303136,1802.1261376990199,78529.0126771183,3.4619891493926134,39.42
9.319442017030486,0.698912179208304,1.0,125.3438908788276,1943.910415865315,84269.47136219255,2.115298254085141,18.13
7.5121330154622745,5.559492545420617,1.0,119.85833489640805,2106.9535806833874,69718.67375292638,3.4619891493926134,18.28
9.035557733486767,0.698912179208304,1.0,119.30805008966317,1937.2395609960852,99522.75305576918,1.4021701326951663,9.87
10.33673162282015,0.698912179208304,1.0,91.22524064581077,1674.8458187778774,108716.94763271448,1.4021701326951663,41.3
8.39571094065124,0.698912179208304,0.010460251046025106,122.55014254647594,1883.9592409816103,99857.64361886751,4.794229454732522,34.56
8.209865829164738,4.221112821462863,0.008136696501220505,99.04230776306227,2033.7505499737892,85360.80579962068,4.180074945369155,53.96
9.576421774862487,5.5956588452411165,1.0,93.55623581026985,1878.861359613269,80574.95555567768,4.693637712565966,82.6
9.000192729864796,5.678675838644632,1.0,125.61736081718115,1924.793692684346,58367.478121341584,4.681868592243804,54.6
7.329656867078731,5.454465610483116,0.007651109410864576,109.06773223292323,1741.7725626364013,86281.53349080673,3.4619891493926134,44.61
10.057393974876225,0.698912179208304,1.0,138.9287917126234,1850.738164838411,52396.5222435444,3.4619891493926134,39.29
8.24328487832975,4.236784662001736,0.008012820512820514,90.65556980654803,2171.4211257459783,87740.02882285755,4.794229454732522,63.53
7.803223825809164,5.176983254859036,0.008361204013377926,112.6235582016221,2018.1153915444145,78868.38787777873,3.4619891493926134,39.16
7.965212913360963,6.071403064248885,1.0,119.30805008966317,1845.8709242887335,73168.9486619656,3.4619891493926134,39.32
8.41651021786892,5.388255523198934,1.0,119.30805008966317,1940.7970535073616,79302.97480160731,2.115298254085141,20.42
8.186316482401294,0.698912179208304,0.009861932938856016,101.18094485089932,2010.3025275905875,110923.28595696004,4.180074945369155,44.4
9.558514711942298,3.2079130945833585,0.010526315789473684,99.83089932459497,1864.0192165115964,98354.55299362585,4.180074945369155,56.34
8.180137798330865,0.698912179208304,0.00794912559618442,100.95609615292305,2193.255192546594,89089.78394033512,3.4619891493926134,38.5
8.740510863829744,0.698912179208304,0.011037527593818985,122.98890675192895,1849.1893528334147,81798.32653398774,3.4619891493926134,32.25
10.057393974876225,0.698912179208304,1.0,138.9287917126234,1850.738164838411,52396.5222435444,4.681868592243804,42.23
8.873860447024692,5.209758555864355,1.0,120.90299666244925,1833.2665600914559,81396.01008087464,3.4619891493926134,46.25
9.035557733486767,5.284346614586312,0.008928571428571428,106.00019851329712,1810.9546577644255,61713.04091946147,3.4619891493926134,33.69
8.557683351442122,0.698912179208304,0.008382229673093043,117.37950867725624,2065.28212739457,80937.29350416748,4.794229454732522,44.21
