cement,slag,flyash,water,coarseaggregate,fineaggregate,age,csMPa
11.138686392927772,0.6926621340180499,1.0,74.79777429544478,2269.5925649454584,83874.64683100574,3.377357855052164,43.89
11.138686392927772,0.6926621340180499,1.0,74.79777429544478,2306.547918233981,83874.64683100574,3.377357855052164,38.21
9.813326348271115,4.94838131834738,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.630005788624875,33.42
9.813326348271115,4.94838131834738,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.933597932635689,13.12
8.520841649237129,4.876641293063734,1.0,85.84190563234512,2118.5613034425037,120826.24638390454,5.9196981564524185,47.22
9.239496466423395,4.730839759359729,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,4.528928544280752,22.32
10.167392012455405,4.553638010033499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.933597932635689,12.47
10.167392012455405,4.553638010033499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,3.377357855052164,28.94
9.239496466423395,4.730839759359729,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,3.377357855052164,47.03
10.77742141139669,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,3.377357855052164,26.32
8.520841649237129,4.876641293063734,1.0,85.84190563234512,2118.5613034425037,120826.24638390454,4.528928544280752,30.44
8.520841649237129,4.876641293063734,1.0,85.84190563234512,2118.5613034425037,120826.24638390454,3.377357855052164,12.64
10.48649023340476,3.886634861746465,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.630005788624875,20.77
8.415126693317436,5.229675389464013,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,4.528928544280752,43.8
9.580227153589139,4.337593614590843,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,3.377357855052164,66.1
10.167392012455405,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,4.528928544280752,15.36
7.701470303395871,5.324905949306522,1.0,85.84190563234512,2286.829875203164,115897.6217715722,4.528928544280752,40.87
9.887349407737537,3.6751691840706635,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.933597932635689,45.94
10.167392012455405,4.553638010033499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,4.528928544280752,33.76
10.77742141139669,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.222504623231052,43.58
10.48649023340476,3.886634861746465,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.222504623231052,23.52
7.701470303395871,5.324905949306522,1.0,85.84190563234512,2286.829875203164,115897.6217715722,3.377357855052164,42.7
7.701470303395871,5.324905949306522,1.0,85.84190563234512,2286.829875203164,115897.6217715722,1.3879977956172171,14.14
7.701470303395871,5.324905949306522,1.0,85.84190563234512,2286.829875203164,115897.6217715722,5.222504623231052,48.4
10.167392012455405,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.933597932635689,34.57
10.167392012455405,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.630005788624875,35.86
10.167392012455405,4.553638010033499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.630005788624875,59.09
9.887349407737537,3.6751691840706635,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.222504623231052,24.5
10.48649023340476,3.886634861746465,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,3.377357855052164,37.72
10.77742141139669,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,2.0832758389827566,15.52
9.580227153589139,4.337593614590843,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.933597932635689,32.4
9.239496466423395,4.730839759359729,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.933597932635689,33.05
8.520841649237129,4.876641293063734,1.0,85.84190563234512,2118.5613034425037,120826.24638390454,5.222504623231052,49.25
10.77742141139669,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.630005788624875,71.7
8.415126693317436,5.229675389464013,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.933597932635689,54.9
8.956428184583498,5.448349287044481,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.630005788624875,50.46
8.956428184583498,5.448349287044481,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,3.377357855052164,51.86
9.813326348271115,4.94838131834738,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,4.528928544280752,28.68
10.77742141139669,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,4.528928544280752,26.77
8.956428184583498,5.448349287044481,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.222504623231052,17.24
9.887349407737537,3.6751691840706635,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,4.528928544280752,36.84
10.48649023340476,3.886634861746465,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.933597932635689,40.23
8.956428184583498,5.448349287044481,1.0,98.66982954244314,2005.6031891386463,66232.90098235873,5.933597932635689,47.71
10.167392012455405,0.6926621340180499,1.0,98.66982954244314,2005.6031891386463,82519.90985129631,5.222504623231052,11.36
